hours,forward_TRY_MWh,residual_mean_TRY_MWh,residual_std_TRY_MWh,p_stress,expected_spot_TRY_MWh
107.0,2915.368550331787,0.0,2215.2642588172703,0.702709818960757,2915.368550331787
108.0,2915.3460134190054,0.0,2225.7060605213424,0.6666652505260973,2915.3460134190054
109.0,2915.323476506229,0.0,2235.535377151135,0.6351048317835851,2915.323476506229
110.0,2915.300939593458,0.0,2244.8705018629507,0.6136697278251048,2915.300939593458
111.0,2915.2784026806944,0.0,2253.90307541791,0.6019897044866525,2915.2784026806944
112.0,2915.255865767937,0.0,2262.734401998668,0.5932830306695264,2915.255865767937
113.0,2915.233328855186,0.0,2271.400882226816,0.5872604854783121,2915.233328855186
114.0,2915.2107919424407,0.0,2279.9553962244922,0.5836158470956622,2915.2107919424407
115.0,2915.188255029701,0.0,2288.4060120326412,0.5784518846357595,2915.188255029701
116.0,2915.1657181169653,0.0,2296.718316931489,0.571440293044028,2915.1657181169653
117.0,2915.1431812042306,0.0,2304.907906017113,0.5692612602518757,2915.1431812042306
118.0,2915.120644291497,0.0,2313.1004529869574,0.5760996896514745,2915.120644291497
119.0,2915.0981073787634,0.0,2321.419534407735,0.5891064387871697,2915.0981073787634
120.0,2915.075570466029,0.0,2329.9322444245527,0.6050046606395042,2915.075570466029
121.0,2915.0530335532944,0.0,2338.677039129783,0.6240102820952251,2915.0530335532944
122.0,2915.030496640559,0.0,2347.7330860840634,0.6512106027385619,2915.030496640559
123.0,2915.0079597278254,0.0,2357.232891782069,0.6852958583686259,2915.0079597278254
124.0,2914.9854228150957,0.0,2367.212728161727,0.7179553008169489,2914.9854228150957
125.0,2914.962885902369,0.0,2377.5944321366073,0.7434233811998049,2914.962885902369
126.0,2914.9403489896454,0.0,2388.24491473596,0.7600210800836137,2914.9403489896454
127.0,2914.917812076924,0.0,2399.0272038660155,0.7681353328688465,2914.917812076924
128.0,2914.895275164203,0.0,2409.814373196118,0.7681391353676376,2914.895275164203
129.0,2914.872738251483,0.0,2420.47760590062,0.7587954784312871,2914.872738251483
130.0,2914.8502013387624,0.0,2430.85420389426,0.7365077753312357,2914.8502013387624
131.0,2914.827664426042,0.0,2440.7496956225496,0.7027098189607568,2914.827664426042
132.0,2914.8051275133203,0.0,2450.0620013930074,0.666665250526097,2914.8051275133203
133.0,2914.7825906005974,0.0,2458.8268174265954,0.6351048317835849,2914.7825906005974
134.0,2914.760053687873,0.0,2467.150256132689,0.6136697278251045,2914.760053687873
135.0,2914.7375167751475,0.0,2475.2056217972495,0.6019897044866522,2914.7375167751475
136.0,2914.7149798624205,0.0,2483.084502875542,0.5932830306695261,2914.7149798624205
137.0,2914.692442949694,0.0,2490.8196160188663,0.5872604854783119,2914.692442949694
138.0,2914.6699060369697,0.0,2498.4588192733313,0.5836158470956619,2914.6699060369697
139.0,2914.647369124249,0.0,2506.0092082044434,0.5784518846357593,2914.647369124249
140.0,2914.6248322115325,0.0,2513.439101561875,0.5714402930440278,2914.6248322115325
141.0,2914.602295298821,0.0,2520.762451399381,0.5692612602518755,2914.602295298821
